id,effettuataDa,data,ora,durata,costo
3,3928813383,2024-09-23,15:19:57,5951,29.085
1,3931345957,2021-10-11,21:24:20,20,0.072
2,3931345957,2024-03-14,16:58:49,4493,15.5012
3,3931345957,2020-04-13,11:37:40,3788,16.9453
4,3931345957,2018-06-29,17:50:49,6915,10.6417
5,3931345957,2020-06-14,14:09:10,1067,6.0903
1,3200605304,2019-09-14,10:38:17,5754,4.852
2,3200605304,2017-03-07,20:17:16,1022,4.8195
3,3200605304,2021-08-19,20:29:07,6223,25.2519
4,3200605304,2023-11-22,19:59:46,4946,9.6389
5,3200605304,2023-06-06,12:55:05,4677,26.2356
1,3480984351,2017-03-25,16:30:48,5122,13.8114
2,3480984351,2022-08-17,20:07:13,5864,13.2196
3,3480984351,2020-04-28,09:38:08,6253,18.7506
4,3480984351,2018-01-11,10:43:02,860,3.0958
5,3480984351,2020-12-18,13:40:16,3796,9.0665
1,3384843700,2024-05-21,12:48:36,5196,10.7497
2,3384843700,2022-07-22,13:25:07,6242,4.477
3,3384843700,2024-07-14,13:38:40,2353,7.7994
1,3336055638,2024-10-20,12:50:38,3215,9.5627
2,3336055638,2016-07-15,13:46:12,3578,16.6965
3,3336055638,2022-04-15,16:14:35,3154,10.4885
4,3336055638,2020-01-12,10:32:25,2231,3.1648
5,3336055638,2024-03-25,09:20:20,2209,3.8952
6,3336055638,2019-01-06,08:58:42,2881,11.4494
1,3403359410,2024-07-30,17:33:05,6918,39.4594
2,3403359410,2023-01-16,16:54:05,2109,11.1585
3,3403359410,2023-12-01,21:50:25,134,0.1444
4,3403359410,2024-10-09,11:56:15,3352,9.7819
5,3403359410,2024-09-14,13:04:26,3361,15.0269
6,3403359410,2024-04-10,11:50:29,6121,23.876
1,3335768684,2022-01-04,08:12:02,4555,13.1862
2,3335768684,2023-09-10,09:04:04,1953,10.5515
3,3335768684,2024-02-29,21:42:57,1240,7.022
4,3335768684,2021-02-16,09:18:42,7188,12.6336
5,3335768684,2020-06-21,07:35:49,609,3.355
6,3335768684,2022-01-05,22:58:44,5478,22.8665
1,3354831034,2022-09-23,19:23:12,4662,10.1913
2,3354831034,2020-06-10,21:27:03,5412,17.7682
3,3354831034,2023-09-26,09:50:19,218,1.193
4,3354831034,2023-10-24,20:55:52,6631,28.4989
5,3354831034,2021-01-27,09:48:18,1845,9.9594
6,3354831034,2024-03-08,16:05:21,2597,11.1443
1,3499933778,2021-01-01,11:51:27,4862,24.7599
2,3499933778,2023-11-19,15:06:47,79,0.4179
3,3499933778,2018-09-19,07:33:15,5970,15.3797
4,3499933778,2013-12-09,09:54:56,2373,2.9625
1,3701047765,2024-09-30,07:06:59,114,0.3987
2,3701047765,2024-12-18,20:51:27,5626,10.1266
3,3701047765,2024-07-25,21:24:40,7021,7.2169
1,3931463194,2023-08-16,21:06:03,4887,2.7648
2,3931463194,2024-11-07,17:36:27,4723,25.1165
3,3931463194,2023-04-15,10:48:01,5454,10.4569
4,3931463194,2023-05-19,12:58:14,4821,8.9682
1,3330091263,2024-07-04,20:52:52,270,0.5842
2,3330091263,2024-04-04,21:28:19,4168,9.226
3,3330091263,2023-09-10,13:15:44,3925,21.6686
4,3330091263,2024-03-24,10:59:40,4272,7.7282
5,3330091263,2023-10-05,16:34:35,4623,15.3367
1,3603310642,2021-08-31,11:44:34,6302,32.1147
2,3603310642,2016-07-05,15:43:13,6027,12.186
3,3603310642,2023-04-23,09:41:19,6262,35.1361
1,3801426611,2022-07-17,09:54:52,1117,2.4352
2,3801426611,2024-10-08,14:49:51,994,3.4027
3,3801426611,2024-06-09,19:08:30,1496,2.9653
4,3801426611,2023-02-02,16:54:47,86,0.2687
5,3801426611,2024-02-16,10:23:41,3140,14.2793
6,3801426611,2021-10-01,09:00:36,2485,9.0136
1,3404109147,2024-04-08,19:41:37,3149,11.1571
2,3404109147,2024-07-12,19:03:13,1997,9.855
3,3404109147,2024-03-03,22:46:10,1359,5.5562
4,3404109147,2022-06-23,20:41:17,4121,19.8889
5,3404109147,2024-02-14,22:43:26,3564,16.8342
6,3404109147,2023-06-29,14:51:47,969,3.4106
1,3913847484,2022-01-06,18:47:42,2441,5.6565
2,3913847484,2019-08-31,20:15:51,426,0.5702
3,3913847484,2020-08-10,16:32:50,3767,9.2115
4,3913847484,2024-05-09,16:56:03,2441,11.5316
5,3913847484,2022-05-05,09:47:06,4360,13.8253
6,3913847484,2022-04-10,20:32:42,7044,12.1205
1,3383582839,2022-04-30,08:07:02,5086,22.7479
2,3383582839,2022-02-05,16:57:10,6076,9.6406
3,3383582839,2024-10-03,10:30:18,2465,11.2291
4,3383582839,2024-09-05,16:50:35,1057,2.3075
5,3383582839,2021-06-21,21:07:27,31,0.0928
6,3383582839,2024-12-29,10:28:02,1150,2.1443
1,3802905691,2020-12-25,21:34:13,4963,6.6378
2,3802905691,2015-03-13,22:09:43,6222,30.602
3,3802905691,2021-05-04,21:07:43,2072,4.7915
4,3802905691,2013-04-13,21:38:26,7101,13.2857
1,3807110313,2020-05-09,09:36:47,4694,15.4948
2,3807110313,2023-05-08,07:16:11,6217,15.8635
3,3807110313,2024-01-11,17:47:26,6859,4.0727
4,3807110313,2023-11-08,14:36:25,2702,12.343
5,3807110313,2021-01-13,08:11:39,4551,10.867
6,3807110313,2020-07-08,18:53:43,2400,12.8988
1,3484283191,2024-08-02,22:58:57,6864,27.9136
2,3484283191,2023-09-03,08:48:20,141,0.2652
3,3484283191,2024-02-09,18:42:37,2695,8.8796
4,3484283191,2022-09-21,08:07:37,3419,8.3057
5,3484283191,2022-12-08,15:38:39,4445,22.3618
6,3484283191,2022-12-01,09:37:52,313,0.6327
1,3454658074,2024-01-11,19:46:00,5713,3.5291
2,3454658074,2023-12-08,19:39:08,6790,20.562
3,3454658074,2024-09-09,17:22:56,1775,6.8784
1,3662058338,2023-12-29,07:51:18,547,3.0318
2,3662058338,2024-04-01,21:19:31,5929,26.5817
3,3662058338,2024-08-26,12:02:34,6593,30.4555
4,3662058338,2022-11-22,16:16:36,4403,8.5896
1,3409582884,2020-12-26,22:43:04,5017,10.5498
2,3409582884,2019-02-04,11:45:54,1674,6.0425
3,3409582884,2014-10-10,09:47:56,7015,26.4144
1,3662260185,2023-10-31,17:05:33,7012,26.9957
2,3662260185,2019-09-28,15:51:01,2000,6.9769
3,3662260185,2024-07-30,10:43:53,2147,11.9174
1,3935184056,2019-04-04,13:49:40,1952,11.1374
2,3935184056,2020-12-30,14:40:50,6393,29.2679
3,3935184056,2021-01-23,08:59:02,2156,8.3024
1,3337668865,2023-10-04,13:14:49,5207,13.5757
2,3337668865,2024-12-04,17:53:01,1153,5.0453
3,3337668865,2022-04-29,15:32:48,1445,5.6002
4,3337668865,2021-08-02,17:57:10,6483,25.5097
1,3455214105,2022-02-08,19:17:50,4780,14.6652
2,3455214105,2024-04-17,20:21:33,4502,11.7364
3,3455214105,2022-08-19,07:09:31,6195,30.3416
4,3455214105,2022-03-11,08:40:51,2815,13.5044
5,3455214105,2024-07-18,13:59:14,5868,9.8586
1,3479194462,2022-06-09,07:34:40,4784,19.5933
2,3479194462,2020-10-25,22:59:51,7100,14.0562
3,3479194462,2017-01-29,14:45:15,3094,17.5684
1,3208884236,2024-11-25,20:45:13,343,0.8847
2,3208884236,2024-11-19,11:06:31,302,1.4392
3,3208884236,2024-12-10,22:50:30,168,0.7176
4,3208884236,2024-11-06,14:14:54,1767,5.0336
5,3208884236,2024-12-30,08:53:30,177,0.3099
1,3806150737,2016-01-31,14:59:08,5896,10.447
2,3806150737,2023-11-03,22:59:42,6793,23.5027
3,3806150737,2024-07-10,18:21:50,5523,31.8291
1,3493802715,2022-02-28,16:18:56,2609,9.6312
2,3493802715,2022-08-22,20:36:07,4809,24.0871
3,3493802715,2019-12-17,14:27:27,4082,14.223
4,3493802715,2024-04-04,21:52:41,3518,9.8027
1,3930103073,2024-11-05,21:07:21,2855,2.2142
2,3930103073,2024-11-01,20:14:37,4961,8.2276
3,3930103073,2024-12-11,11:22:06,630,3.624
1,3203093262,2024-12-12,10:12:42,4239,7.087
2,3203093262,2020-07-17,10:12:25,6743,5.1276
3,3203093262,2022-11-30,08:11:35,2941,1.8046
1,3200400396,2024-10-31,20:24:37,2630,13.5586
2,3200400396,2022-08-15,09:44:28,384,2.2161
3,3200400396,2021-10-30,12:26:37,888,2.5547
1,3384952059,2022-06-19,17:35:22,5455,23.7134
2,3384952059,2022-01-24,14:50:40,2435,7.0606
3,3384952059,2024-08-17,14:04:47,760,3.7497
1,3482847166,2020-03-08,22:10:05,2591,9.0872
2,3482847166,2021-10-24,10:15:20,5605,4.3588
3,3482847166,2022-12-30,11:56:04,3774,21.0244
4,3482847166,2021-12-02,18:41:33,5494,22.9673
5,3482847166,2023-01-26,08:46:21,4989,20.8433
1,3208204320,2024-07-29,14:12:38,5614,8.9582
2,3208204320,2022-02-15,13:56:08,4518,19.6157
3,3208204320,2016-11-15,22:38:15,859,2.4371
4,3208204320,2022-03-19,19:34:02,4249,3.6658
5,3208204320,2023-09-12,21:13:30,3970,11.3592
6,3208204320,2020-10-17,12:46:26,4032,19.0994
1,3606562452,2019-03-09,19:52:39,562,2.8988
2,3606562452,2015-09-17,22:32:28,4508,14.7562
3,3606562452,2020-04-02,10:04:39,3263,18.5765
1,3894752592,2017-01-25,14:03:00,5828,5.7626
2,3894752592,2016-08-05,09:35:37,77,0.264
3,3894752592,2017-12-25,16:12:06,5271,27.1108
4,3894752592,2018-02-16,09:33:10,6588,12.3189
1,3387381656,2024-12-09,07:09:07,3798,8.703
2,3387381656,2024-12-30,16:19:41,5853,21.2773
3,3387381656,2024-12-22,16:24:16,1882,4.9575
4,3387381656,2024-12-18,21:09:37,840,2.0486
5,3387381656,2024-12-25,12:49:14,1790,3.8482
1,3451133623,2022-10-03,19:13:51,2476,12.1648
2,3451133623,2022-10-24,16:16:10,7039,33.212
3,3451133623,2022-11-19,08:39:44,6271,35.2823
1,3400017634,2023-05-28,15:34:39,1252,6.8968
2,3400017634,2024-11-20,11:56:39,5808,30.9715
3,3400017634,2024-06-18,22:15:24,4939,3.9735
4,3400017634,2023-06-19,17:34:25,3736,7.7602
5,3400017634,2024-03-27,17:22:18,2652,14.2685
1,3202869654,2019-03-28,17:48:19,3385,3.753
2,3202869654,2022-05-10,20:48:04,75,0.0443
3,3202869654,2018-07-03,15:35:20,1403,1.8361
4,3202869654,2021-12-03,14:52:38,6251,24.3541
1,3662777278,2024-02-13,15:52:34,5783,28.1346
2,3662777278,2023-12-08,15:59:29,6124,31.6631
3,3662777278,2024-07-24,14:49:25,5099,23.2836
4,3662777278,2024-04-27,12:44:09,841,2.6342
1,3899717073,2021-08-15,18:01:14,1066,4.4809
2,3899717073,2019-08-01,18:51:48,6281,27.5942
3,3899717073,2022-12-23,15:15:01,1165,1.4998
4,3899717073,2024-04-04,15:48:21,2014,1.2566
1,3206650321,2024-04-06,22:00:52,4871,10.0654
2,3206650321,2024-09-18,12:18:44,1643,8.5319
3,3206650321,2023-05-29,13:19:11,6182,10.532
4,3206650321,2023-09-23,12:29:25,2520,12.4861
5,3206650321,2024-10-28,19:28:12,5407,10.362
6,3206650321,2024-10-05,15:28:06,2044,10.903
1,3452340500,2023-08-02,21:45:48,3945,18.9124
2,3452340500,2018-11-10,16:57:26,5549,21.3217
3,3452340500,2018-10-25,20:09:17,1193,4.2224
4,3452340500,2020-07-30,09:04:34,5700,16.4986
5,3452340500,2024-09-21,10:31:24,2406,14.0322
6,3452340500,2018-07-03,12:24:05,5825,20.0122
1,3453802747,2024-10-29,12:55:23,3439,8.7609
2,3453802747,2023-01-03,11:57:27,3564,17.3806
3,3453802747,2023-07-19,18:50:43,2095,6.4471
4,3453802747,2023-09-18,12:36:04,7001,38.001
5,3453802747,2024-07-20,09:37:14,3802,7.4367
6,3453802747,2023-01-25,08:35:45,5030,16.0331
1,3603407129,2014-10-18,08:12:59,3375,11.5334
2,3603407129,2017-08-11,17:36:50,5911,34.4042
3,3603407129,2020-01-05,15:55:57,6041,7.5061
4,3603407129,2019-09-07,15:27:32,3732,21.4198
5,3603407129,2019-09-08,07:31:30,4433,20.0106
1,3704552754,2023-12-30,15:24:28,3307,4.6935
2,3704552754,2024-10-27,16:45:14,4180,2.5806
3,3704552754,2024-06-10,14:46:28,5441,4.3321
4,3704552754,2023-12-18,15:44:25,359,0.86
1,3910489151,2016-01-28,10:05:00,5252,25.5314
2,3910489151,2022-01-30,22:44:22,1522,1.2162
3,3910489151,2023-10-15,20:16:08,879,4.7034
4,3910489151,2020-02-05,16:41:41,6290,26.7204
5,3910489151,2024-12-29,09:22:23,2499,10.8664
6,3910489151,2013-09-23,17:54:33,372,1.6146
1,3660255595,2020-12-30,14:24:16,1824,4.8952
2,3660255595,2024-04-20,20:46:09,6304,25.8457
3,3660255595,2021-09-21,10:56:40,5396,14.6482
1,3486293481,2024-10-07,20:05:26,6946,25.633
2,3486293481,2019-11-20,13:18:18,2326,10.7224
3,3486293481,2018-08-24,19:45:30,2824,4.0529
4,3486293481,2019-09-12,12:12:17,2737,15.9526
5,3486293481,2016-06-18,08:00:00,3813,21.9058
6,3486293481,2017-12-13,13:20:37,1084,5.1947
1,3333156533,2021-09-04,22:08:29,1629,5.8009
2,3333156533,2023-03-21,14:57:14,290,0.3609
3,3333156533,2019-07-03,08:04:33,5005,15.3209
1,3936205536,2022-09-16,15:00:44,1107,1.4232
2,3936205536,2023-06-21,18:07:07,7009,9.8006
3,3936205536,2021-12-24,19:27:11,3731,11.1432
4,3936205536,2020-09-05,18:21:13,6127,14.2675
1,3402900204,2022-02-11,18:44:46,6505,14.9437
2,3402900204,2022-05-09,13:25:43,3428,8.1115
3,3402900204,2023-04-02,11:54:59,676,3.6617
1,3282459435,2024-12-07,13:00:46,1262,6.9298
2,3282459435,2020-11-27,07:24:25,2325,4.0118
3,3282459435,2021-06-09,14:31:02,3115,7.9971
4,3282459435,2023-05-27,08:08:01,3514,5.246
1,3801918209,2023-06-28,07:26:11,4253,18.2745
2,3801918209,2017-06-17,21:25:04,3939,11.5153
3,3801918209,2024-03-01,14:00:26,558,0.4418
4,3801918209,2019-03-20,11:24:41,391,1.4825
1,3705293368,2023-11-01,13:57:48,5028,8.0549
2,3705293368,2023-04-26,15:08:00,3529,8.0016
3,3705293368,2024-01-14,21:27:52,1277,3.468
1,3457348035,2024-02-09,16:38:09,764,3.807
2,3457348035,2024-11-11,21:18:05,4773,21.1529
3,3457348035,2024-09-22,19:58:04,2829,3.7057
1,3282034601,2024-10-10,16:51:34,3785,15.5977
2,3282034601,2024-09-07,13:24:29,3950,11.4395
3,3282034601,2021-11-21,07:47:14,1243,4.1989
4,3282034601,2017-09-13,22:06:36,426,0.7881
5,3282034601,2024-06-30,12:25:50,7007,24.8784
6,3282034601,2023-04-04,16:22:58,5356,4.3776
1,3331111045,2024-01-02,09:43:22,1633,9.1462
2,3331111045,2022-10-20,18:58:15,2224,11.9746
3,3331111045,2022-02-07,22:32:51,6429,12.9769
4,3331111045,2024-08-04,22:23:48,5381,28.9008
5,3331111045,2024-08-04,11:12:43,3036,3.8105
6,3331111045,2024-04-02,14:23:27,2184,1.9209
1,3286273875,2017-03-08,18:47:19,3121,13.5097
2,3286273875,2019-05-05,18:28:51,1139,5.8575
3,3286273875,2016-10-02,20:57:08,6726,10.79
4,3286273875,2016-01-31,16:53:33,4557,5.8716
5,3286273875,2020-04-04,11:27:09,2098,8.6356
1,3494903308,2023-11-12,16:26:42,6566,25.1973
2,3494903308,2022-01-14,10:53:23,4076,16.4945
3,3494903308,2020-03-15,15:34:36,5913,26.9511
4,3494903308,2024-07-13,16:02:54,126,0.7067
1,3354863102,2024-11-14,17:18:20,5102,11.0142
2,3354863102,2024-06-04,19:50:44,2485,12.5001
3,3354863102,2024-02-05,09:23:44,3567,4.3862
4,3354863102,2024-05-16,20:12:47,6849,9.9829
1,3403226194,2023-06-21,08:40:51,6381,13.852
2,3403226194,2023-10-03,18:39:18,2752,5.1236
3,3403226194,2024-09-12,16:31:19,5003,17.3124
4,3403226194,2015-12-16,15:18:51,3592,19.4489
5,3403226194,2021-07-06,14:41:38,2265,3.6901
1,3928097979,2024-01-25,11:35:12,5027,24.4709
2,3928097979,2023-12-25,13:28:08,6811,18.2967
3,3928097979,2021-06-15,14:45:35,120,0.5318
4,3928097979,2023-05-24,14:26:07,1023,5.324
1,3892878573,2024-08-26,20:09:52,3239,9.4999
2,3892878573,2024-08-16,07:02:01,5728,30.3685
3,3892878573,2024-11-17,17:25:59,2928,5.0505
4,3892878573,2024-11-10,11:19:02,1168,3.2941
5,3892878573,2024-12-28,17:28:18,453,1.3276
6,3892878573,2024-09-20,16:30:36,6792,15.8167
1,3331293828,2024-01-07,19:59:41,1868,10.4438
2,3331293828,2022-10-31,08:55:53,1434,5.1022
3,3331293828,2024-05-12,18:33:16,1018,5.4539
4,3331293828,2023-04-12,09:42:12,2015,1.2025
5,3331293828,2024-12-26,07:55:38,6842,5.5573
1,3204625901,2024-10-01,15:18:08,2483,13.127
2,3204625901,2022-09-28,11:52:14,4286,20.4236
3,3204625901,2023-12-07,08:14:01,3914,4.0298
4,3204625901,2017-08-03,21:56:26,5474,15.3409
1,3382759725,2024-05-06,20:36:53,5290,25.5311
2,3382759725,2021-10-12,15:25:39,3100,9.0418
3,3382759725,2021-10-29,07:23:53,2651,4.8024
1,3484398917,2020-02-19,14:22:43,1794,4.1701
2,3484398917,2024-11-21,15:45:49,3097,3.2018
3,3484398917,2021-04-19,12:50:58,5187,17.7069
4,3484398917,2019-08-29,11:14:26,1708,1.2425
1,3487239408,2023-09-02,08:36:46,5499,20.8536
2,3487239408,2024-02-03,12:27:07,3009,15.2687
3,3487239408,2024-10-13,11:16:45,3931,16.7298
4,3487239408,2023-09-17,08:40:28,3083,16.8216
1,3660629848,2023-10-21,20:26:16,1328,2.9282
2,3660629848,2022-04-09,15:57:40,3541,6.304
3,3660629848,2023-07-18,14:05:12,1576,5.6743
